name,cgpa
ufr,8.300000
ufs,7.400000
uft,8.210000
ufu,5.790000
ufv,6.830000
ufw,9.180000
ufx,9.510000
ufy,6.260000
ufz,8.010000
uga,9.090000
ugb,8.520000
ugc,6.590000
ugd,6.660000
uge,9.520000
ugf,9.830000
ugg,8.150000
ugh,6.530000
ugi,6.910000
ugj,9.210000
ugk,8.960000
ugl,5.440000
ugm,7.740000
ugn,5.100000
ugo,9.590000
ugp,8.760000
ugq,6.120000
ugr,9.990000
ugs,8.890000
ugt,7.110000
ugu,7.090000
ugv,7.230000
ugw,5.450000
ugx,6.360000
ugy,7.020000
ugz,8.350000
uha,6.890000
uhb,9.170000
uhc,7.210000
uhd,7.150000
uhe,8.190000
uhf,6.080000
uhg,5.300000
uhh,7.330000
uhi,9.100000
uhj,5.530000
uhk,6.460000
uhl,8.160000
uhm,5.250000
uhn,7.880000
uho,8.940000
uhp,5.850000
uhq,8.250000
uhr,7.680000
uhs,8.120000
uht,5.060000
uhu,6.650000
uhv,7.270000
uhw,5.450000
uhx,8.770000
uhy,6.960000
uhz,6.460000
uia,8.510000
uib,6.790000
uic,6.500000
uid,5.500000
uie,8.670000
uif,9.490000
uig,9.860000
uih,9.940000
uii,8.980000
uij,8.390000
uik,7.460000
uil,6.010000
uim,8.030000
uin,9.340000
uio,5.740000
uip,7.260000
uiq,9.030000
uir,8.930000
uis,6.370000
uit,5.900000
uiu,8.230000
uiv,7.980000
uiw,5.160000
uix,6.810000
uiy,7.100000
uiz,6.730000
uja,9.960000
ujb,5.640000
ujc,8.370000
ujd,5.520000
uje,9.090000
ujf,9.430000
ujg,9.300000
ujh,7.030000
uji,7.060000
ujj,8.850000
ujk,5.220000
ujl,6.500000
ujm,9.680000
ujn,6.090000
ujo,8.650000
ujp,7.480000
ujq,7.950000
ujr,9.320000
ujs,8.030000
ujt,8.580000
uju,5.940000
ujv,9.750000
ujw,8.380000
ujx,8.300000
ujy,9.230000
ujz,9.650000
uka,6.190000
ukb,8.350000
ukc,7.510000
ukd,5.760000
uke,9.550000
ukf,7.450000
ukg,5.750000
ukh,6.390000
uki,5.140000
ukj,5.890000
ukk,9.310000
ukl,6.530000
ukm,7.090000
ukn,9.930000
uko,7.910000
ukp,9.290000
ukq,8.030000
ukr,6.820000
uks,8.190000
ukt,6.690000
uku,9.740000
ukv,8.490000
ukw,7.410000
ukx,5.690000
uky,6.460000
ukz,6.220000
ula,6.720000
ulb,9.240000
ulc,5.720000
uld,5.900000
ule,9.580000
ulf,9.220000
ulg,8.490000
ulh,7.650000
uli,6.370000
ulj,8.220000
ulk,6.660000
ull,9.440000
ulm,6.540000
uln,7.820000
ulo,8.000000
ulp,7.720000
ulq,5.830000
ulr,9.810000
uls,7.070000
ult,9.630000
ulu,7.590000
ulv,5.500000
ulw,8.160000
ulx,7.220000
uly,7.370000
ulz,7.820000
uma,7.040000
umb,7.620000
umc,5.140000
umd,9.160000
ume,8.870000
umf,8.810000
umg,6.590000
umh,9.930000
umi,8.270000
umj,7.040000
umk,7.110000
uml,9.710000
umm,8.890000
umn,6.310000
umo,8.080000
ump,9.510000
umq,9.520000
umr,5.770000
ums,9.910000
umt,7.500000
umu,8.580000
umv,5.280000
umw,7.980000
umx,5.320000
umy,8.890000
umz,6.590000
una,7.010000
unb,9.840000
unc,5.080000
und,5.110000
une,7.270000
unf,8.900000
ung,9.630000
unh,9.470000
uni,6.080000
unj,9.650000
unk,7.930000
unl,9.750000
unm,5.460000
unn,7.000000
uno,5.850000
unp,5.910000
unq,8.750000
unr,5.910000
uns,7.020000
unt,6.330000
unu,7.210000
unv,9.600000
unw,9.540000
unx,7.260000
uny,6.660000
unz,9.090000
uoa,6.470000
uob,9.900000
uoc,7.580000
uod,6.930000
uoe,7.650000
uof,6.720000
uog,8.710000
uoh,5.880000
uoi,9.610000
uoj,9.030000
uok,9.270000
uol,5.260000
uom,8.710000
uon,7.600000
uoo,5.590000
uop,5.100000
uoq,6.340000
uor,8.430000
uos,9.890000
uot,8.510000
uou,8.770000
uov,9.690000
uow,8.780000
uox,6.450000
uoy,5.050000
uoz,6.290000
upa,5.440000
upb,7.610000
upc,5.820000
upd,7.660000
upe,8.800000
upf,6.370000
upg,5.640000
uph,6.270000
upi,5.970000
upj,9.960000
upk,5.410000
upl,6.470000
upm,5.130000
upn,7.700000
upo,8.320000
upp,5.380000
upq,5.410000
upr,8.040000
ups,7.120000
upt,5.420000
upu,7.970000
upv,7.740000
upw,6.690000
upx,5.240000
upy,8.320000
upz,8.420000
uqa,7.320000
uqb,9.510000
uqc,9.070000
uqd,5.550000
uqe,9.220000
uqf,9.010000
uqg,8.870000
uqh,6.560000
uqi,6.950000
uqj,9.340000
uqk,7.270000
uql,5.620000
uqm,9.670000
uqn,8.360000
uqo,5.020000
uqp,5.970000
uqq,8.510000
uqr,7.400000
uqs,5.370000
uqt,6.220000
uqu,9.680000
uqv,9.470000
uqw,9.070000
uqx,7.600000
uqy,9.380000
uqz,9.670000
ura,6.970000
urb,8.010000
urc,8.560000
urd,6.110000
ure,9.660000
urf,9.580000
urg,5.290000
urh,5.810000
uri,7.600000
urj,5.440000
urk,7.100000
url,9.240000
urm,8.080000
urn,6.210000
uro,6.590000
urp,6.700000
urq,9.100000
urr,5.760000
urs,9.160000
urt,8.040000
uru,7.580000
urv,8.720000
urw,9.500000
urx,7.190000
ury,9.260000
urz,5.880000
usa,5.720000
usb,7.810000
usc,5.800000
usd,6.240000
use,5.010000
usf,6.160000
usg,6.240000
ush,8.180000
usi,9.770000
usj,6.390000
usk,6.010000
usl,7.310000
usm,6.340000
usn,6.370000
uso,7.160000
usp,6.430000
usq,5.660000
usr,7.870000
uss,5.620000
ust,5.950000
usu,7.940000
usv,8.240000
usw,6.310000
usx,5.150000
usy,5.120000
usz,7.270000
uta,9.640000
utb,8.860000
utc,8.420000
utd,5.770000
ute,7.180000
utf,7.680000
utg,9.710000
uth,6.160000
uti,7.520000
utj,7.360000
utk,9.410000
utl,8.750000
utm,9.900000
utn,7.310000
uto,8.300000
utp,5.000000
utq,8.970000
utr,8.990000
uts,8.390000
utt,6.990000
utu,8.780000
utv,6.180000
utw,6.120000
utx,9.860000
uty,9.770000
utz,7.890000
uua,8.150000
uub,5.770000
uuc,9.160000
uud,5.620000
uue,7.670000
uuf,7.650000
uug,8.960000
uuh,5.760000
uui,7.190000
uuj,5.490000
uuk,6.370000
uul,7.830000
uum,6.540000
uun,8.320000
uuo,5.750000
uup,6.490000
uuq,7.810000
uur,7.380000
uus,5.820000
uut,5.550000
uuu,9.370000
uuv,9.010000
uuw,7.830000
uux,8.240000
uuy,7.160000
uuz,9.390000
uva,9.450000
uvb,7.690000
uvc,8.340000
uvd,6.960000
uve,5.960000
uvf,6.120000
uvg,9.090000
uvh,5.470000
uvi,9.110000
uvj,8.350000
uvk,5.990000
uvl,9.220000
uvm,6.240000
uvn,5.910000
uvo,9.890000
uvp,8.610000
uvq,9.990000
uvr,8.620000
uvs,5.520000
uvt,6.280000
uvu,6.900000
uvv,7.820000
uvw,9.270000
uvx,8.470000
uvy,8.130000
uvz,6.220000
uwa,6.230000
uwb,5.470000
uwc,6.040000
uwd,7.060000
uwe,7.930000
uwf,6.390000
uwg,8.150000
uwh,9.790000
uwi,9.890000
uwj,5.320000
uwk,8.690000
uwl,8.440000
uwm,5.070000
uwn,7.110000
uwo,5.610000
uwp,7.270000
uwq,6.870000
uwr,5.410000
uws,5.510000
uwt,7.130000
uwu,7.490000
uwv,6.420000
uww,9.460000
uwx,6.440000
uwy,7.380000
uwz,5.670000
uxa,5.660000
uxb,9.390000
uxc,5.020000
uxd,9.610000
uxe,5.680000
uxf,9.030000
uxg,9.270000
uxh,6.140000
uxi,9.400000
uxj,9.750000
uxk,6.690000
uxl,7.360000
uxm,9.880000
uxn,5.010000
uxo,7.780000
uxp,9.880000
uxq,5.110000
uxr,6.850000
uxs,9.370000
uxt,7.790000
uxu,7.360000
uxv,8.260000
uxw,9.850000
uxx,5.650000
uxy,5.550000
uxz,5.180000
uya,5.770000
uyb,8.350000
uyc,5.260000
uyd,8.190000
uye,6.420000
uyf,9.860000
uyg,9.080000
uyh,6.770000
uyi,8.420000
uyj,7.780000
uyk,10.000000
uyl,8.310000
uym,7.290000
uyn,8.820000
uyo,7.320000
uyp,9.120000
uyq,9.320000
uyr,6.440000
uys,5.010000
uyt,7.740000
uyu,5.040000
uyv,8.370000
uyw,5.480000
uyx,6.040000
uyy,9.620000
uyz,6.870000
uza,7.320000
uzb,8.050000
uzc,9.350000
uzd,9.210000
uze,7.760000
uzf,10.000000
uzg,5.950000
uzh,7.150000
uzi,6.230000
uzj,7.190000
uzk,8.510000
uzl,9.440000
uzm,6.600000
uzn,6.450000
uzo,5.970000
uzp,9.720000
uzq,6.570000
uzr,5.200000
uzs,9.720000
uzt,9.230000
uzu,8.140000
uzv,8.850000
uzw,7.480000
uzx,5.970000
uzy,5.100000
uzz,9.030000
vaa,7.610000
vab,6.120000
vac,5.340000
vad,7.300000
vae,7.440000
vaf,7.720000
vag,9.790000
vah,6.370000
vai,5.440000
vaj,5.620000
vak,9.670000
val,7.050000
vam,5.520000
van,8.800000
vao,5.950000
vap,7.640000
vaq,8.190000
var,7.260000
vas,9.590000
vat,7.780000
vau,8.640000
vav,8.970000
vaw,8.850000
vax,9.260000
vay,8.660000
vaz,8.750000
vba,9.540000
vbb,7.560000
vbc,8.630000
vbd,5.840000
vbe,5.940000
vbf,8.080000
vbg,6.330000
vbh,7.270000
vbi,8.000000
vbj,5.350000
vbk,8.410000
vbl,7.290000
vbm,9.770000
vbn,7.270000
vbo,6.450000
vbp,6.720000
vbq,8.710000
vbr,8.280000
vbs,8.160000
vbt,9.480000
vbu,6.470000
vbv,9.850000
vbw,8.710000
vbx,9.400000
vby,5.440000
vbz,6.270000
vca,7.680000
vcb,8.100000
vcc,6.890000
vcd,5.880000
vce,5.720000
vcf,5.780000
vcg,8.850000
vch,7.650000
vci,5.630000
vcj,8.980000
vck,9.790000
vcl,8.080000
vcm,7.550000
vcn,8.590000
vco,6.820000
vcp,5.660000
vcq,9.340000
vcr,5.050000
vcs,9.620000
vct,7.070000
vcu,6.000000
vcv,5.360000
vcw,7.520000
vcx,7.950000
vcy,5.230000
vcz,7.630000
vda,7.440000
vdb,7.550000
vdc,5.650000
vdd,9.590000
vde,5.290000
vdf,7.890000
vdg,6.730000
vdh,8.580000
vdi,6.020000
vdj,8.780000
vdk,8.920000
vdl,7.970000
vdm,7.120000
vdn,8.710000
vdo,7.080000
vdp,5.830000
vdq,9.850000
vdr,8.870000
vds,9.880000
vdt,7.920000
vdu,9.230000
vdv,8.840000
vdw,9.210000
vdx,9.290000
vdy,5.910000
vdz,9.510000
vea,7.070000
veb,9.080000
vec,8.540000
ved,5.260000
vee,8.440000
vef,9.480000
veg,9.130000
veh,5.060000
vei,7.600000
vej,6.970000
vek,5.810000
vel,6.600000
vem,8.150000
ven,5.530000
veo,6.120000
vep,9.880000
veq,5.800000
ver,5.770000
ves,7.520000
vet,6.510000
veu,5.140000
vev,6.510000
vew,9.260000
vex,8.300000
vey,7.490000
vez,7.560000
vfa,6.590000
vfb,5.680000
vfc,6.140000
vfd,6.030000
vfe,8.950000
vff,7.920000
vfg,5.550000
vfh,8.700000
vfi,9.590000
vfj,7.690000
vfk,8.330000
vfl,7.910000
vfm,6.800000
vfn,6.370000
vfo,9.020000
vfp,8.750000
vfq,6.130000
vfr,7.860000
vfs,7.720000
vft,5.430000
vfu,9.910000
vfv,9.020000
vfw,6.360000
vfx,7.480000
vfy,7.350000
vfz,5.580000
vga,7.690000
vgb,8.030000
vgc,7.870000
vgd,6.490000
vge,6.380000
vgf,6.740000
vgg,7.050000
vgh,8.310000
vgi,6.700000
vgj,7.820000
vgk,8.780000
vgl,8.840000
vgm,6.750000
vgn,6.810000
vgo,8.400000
vgp,6.220000
vgq,7.050000
vgr,9.170000
vgs,9.480000
vgt,7.230000
vgu,7.550000
vgv,6.300000
vgw,6.230000
vgx,5.770000
vgy,9.900000
vgz,8.590000
vha,8.980000
vhb,5.170000
vhc,9.360000
vhd,6.850000
vhe,6.370000
vhf,7.600000
vhg,8.660000
vhh,7.160000
vhi,9.960000
vhj,6.980000
vhk,5.660000
vhl,6.230000
vhm,5.470000
vhn,5.270000
vho,8.570000
vhp,8.290000
vhq,5.640000
vhr,5.540000
vhs,6.650000
vht,9.300000
vhu,9.450000
vhv,6.100000
vhw,9.960000
vhx,8.850000
vhy,6.000000
vhz,6.090000
via,8.340000
vib,6.300000
vic,5.260000
vid,7.040000
vie,8.070000
vif,5.590000
vig,7.000000
vih,5.920000
vii,9.560000
vij,8.460000
vik,5.050000
vil,6.640000
vim,8.310000
vin,5.890000
vio,6.630000
vip,6.730000
viq,9.710000
vir,9.190000
vis,9.450000
vit,9.660000
viu,7.490000
viv,7.690000
viw,5.100000
vix,6.060000
viy,6.590000
viz,5.230000
vja,9.970000
vjb,9.690000
vjc,9.810000
vjd,9.330000
vje,5.760000
vjf,7.870000
vjg,6.860000
vjh,7.700000
vji,7.850000
vjj,9.370000
vjk,8.960000
vjl,7.650000
vjm,5.000000
vjn,8.930000
vjo,8.280000
vjp,6.790000
vjq,5.790000
vjr,9.940000
vjs,7.030000
vjt,8.400000
vju,8.040000
vjv,9.330000
vjw,9.610000
vjx,7.850000
vjy,9.240000
vjz,7.840000
vka,6.250000
vkb,5.970000
vkc,9.100000
vkd,6.140000
vke,8.820000
vkf,5.130000
vkg,6.940000
vkh,8.610000
vki,9.510000
vkj,6.230000
vkk,6.450000
vkl,6.310000
vkm,7.690000
vkn,8.250000
vko,7.840000
vkp,9.920000
vkq,9.610000
vkr,8.660000
vks,6.230000
vkt,6.330000
vku,5.910000
vkv,9.810000
vkw,9.530000
vkx,7.480000
vky,5.850000
vkz,8.320000
vla,9.900000
vlb,8.070000
vlc,5.450000
vld,7.910000
vle,9.050000
vlf,6.350000
vlg,7.990000
vlh,8.490000
vli,8.940000
vlj,5.350000
vlk,8.620000
vll,9.420000
vlm,6.060000
vln,7.580000
vlo,6.540000
vlp,9.770000
vlq,9.540000
vlr,9.710000
vls,6.270000
vlt,6.570000
vlu,5.710000
vlv,5.440000
vlw,5.170000
vlx,7.710000
vly,7.360000
vlz,5.690000
vma,6.760000
vmb,5.040000
vmc,6.880000
vmd,9.710000
vme,6.010000
vmf,8.480000
vmg,6.280000
vmh,7.760000
vmi,6.740000
vmj,9.360000
vmk,5.800000
vml,8.540000
vmm,9.360000
vmn,6.030000
vmo,5.560000
vmp,8.000000
vmq,6.320000
vmr,8.480000
vms,5.740000
vmt,9.030000
vmu,6.530000
vmv,8.110000
vmw,8.940000
vmx,9.290000
vmy,6.260000
vmz,6.630000
vna,7.060000
vnb,6.490000
vnc,6.070000
vnd,6.110000
vne,8.680000
vnf,5.000000
vng,5.140000
vnh,9.610000
vni,9.370000
vnj,5.340000
vnk,6.580000
vnl,8.800000
vnm,5.340000
vnn,5.220000
vno,7.670000
vnp,9.630000
vnq,6.260000
vnr,8.140000
vns,8.850000
vnt,6.090000
vnu,6.220000
vnv,7.300000
vnw,8.580000
vnx,6.760000
vny,9.360000
vnz,5.580000
voa,5.710000
vob,8.130000
voc,7.250000
vod,8.460000
voe,9.490000
vof,9.650000
vog,8.220000
voh,6.070000
voi,9.170000
voj,5.960000
vok,5.490000
vol,6.120000
vom,6.070000
von,9.210000
voo,8.900000
vop,6.770000
voq,8.210000
vor,6.740000
vos,6.310000
vot,8.400000
vou,5.700000
vov,8.500000
vow,9.570000
vox,5.150000
voy,7.080000
voz,5.070000
vpa,5.680000
vpb,6.820000
vpc,7.820000
vpd,5.920000
vpe,8.940000
vpf,7.680000
vpg,5.890000
vph,5.630000
vpi,8.600000
vpj,5.050000
vpk,8.740000
vpl,9.530000
vpm,7.350000
vpn,6.560000
vpo,7.280000
vpp,8.080000
vpq,7.980000
vpr,8.610000
vps,9.820000
vpt,7.510000
vpu,9.830000
vpv,7.440000
vpw,7.920000
vpx,7.690000
vpy,7.260000
vpz,7.550000
vqa,7.280000
vqb,5.670000
vqc,7.500000
vqd,8.190000
vqe,8.640000
vqf,6.180000
vqg,6.080000
vqh,9.220000
vqi,5.600000
vqj,8.720000
vqk,5.380000
vql,9.810000
vqm,8.490000
vqn,9.600000
vqo,6.400000
vqp,5.320000
vqq,5.610000
vqr,6.020000
vqs,6.570000
vqt,9.380000
vqu,8.220000
vqv,9.230000
vqw,7.600000
vqx,8.970000
vqy,5.540000
vqz,7.690000
vra,9.180000
vrb,5.490000
vrc,6.680000
vrd,8.580000
vre,6.990000
vrf,6.140000
vrg,9.750000
vrh,8.310000
vri,5.530000
vrj,8.590000
vrk,9.030000
vrl,8.710000
vrm,8.740000
vrn,7.310000
vro,7.810000
vrp,8.980000
vrq,8.800000
vrr,9.620000
vrs,7.640000
vrt,7.740000
vru,7.440000
vrv,9.540000
vrw,5.910000
vrx,7.450000
vry,9.640000
vrz,5.370000
vsa,8.170000
vsb,7.050000
vsc,9.580000
vsd,5.200000
vse,8.990000
vsf,8.640000
vsg,5.180000
vsh,9.330000
vsi,8.780000
vsj,9.320000
vsk,7.890000
vsl,9.680000
vsm,7.070000
vsn,8.680000
vso,8.880000
vsp,6.750000
vsq,5.020000
vsr,5.840000
vss,8.630000
vst,7.210000
vsu,5.570000
vsv,5.980000
vsw,7.870000
vsx,8.150000
vsy,9.010000
vsz,9.800000
vta,5.870000
vtb,6.770000
vtc,6.610000
vtd,7.620000
vte,7.730000
vtf,5.170000
vtg,8.090000
vth,9.450000
vti,6.120000
vtj,6.910000
vtk,6.670000
vtl,7.000000
vtm,8.460000
vtn,6.180000
vto,8.440000
vtp,9.750000
vtq,5.520000
vtr,5.050000
vts,6.180000
vtt,8.820000
vtu,7.700000
vtv,6.020000
vtw,6.630000
vtx,9.070000
vty,8.210000
vtz,5.370000
vua,8.460000
vub,7.660000
vuc,5.680000
vud,6.460000
vue,6.800000
vuf,8.900000
vug,7.170000
vuh,9.850000
vui,7.060000
vuj,8.270000
vuk,8.080000
vul,6.780000
vum,9.020000
vun,9.160000
vuo,6.470000
vup,9.500000
vuq,9.140000
vur,5.270000
vus,5.820000
vut,7.360000
vuu,9.260000
vuv,7.720000
vuw,5.350000
vux,9.780000
vuy,8.680000
vuz,7.680000
vva,6.670000
vvb,7.370000
vvc,5.070000
vvd,9.680000
vve,9.170000
vvf,8.080000
vvg,5.570000
vvh,6.980000
vvi,5.910000
vvj,9.450000
vvk,5.520000
vvl,8.260000
vvm,9.230000
vvn,9.750000
vvo,6.220000
vvp,5.910000
vvq,7.130000
vvr,6.010000
vvs,9.360000
vvt,9.550000
vvu,6.460000
vvv,8.400000
vvw,7.710000
vvx,6.900000
vvy,5.100000
vvz,6.030000
vwa,5.710000
vwb,8.080000
vwc,9.660000
vwd,8.510000
vwe,6.650000
vwf,9.510000
vwg,7.580000
vwh,6.070000
vwi,9.220000
vwj,6.460000
vwk,5.150000
vwl,7.620000
vwm,9.740000
vwn,6.420000
vwo,8.880000
vwp,8.090000
vwq,8.090000
vwr,7.010000
vws,7.970000
vwt,9.950000
vwu,5.840000
vwv,6.890000
vww,9.390000
vwx,9.370000
vwy,7.340000
vwz,6.880000
vxa,7.400000
vxb,5.890000
vxc,5.010000
vxd,6.400000
vxe,7.750000
vxf,5.600000
vxg,8.730000
vxh,6.220000
vxi,6.400000
vxj,7.530000
vxk,9.330000
vxl,8.900000
vxm,9.090000
vxn,7.630000
vxo,8.820000
vxp,8.550000
vxq,8.150000
vxr,5.580000
vxs,6.630000
vxt,6.590000
vxu,5.500000
vxv,8.280000
vxw,8.370000
vxx,5.640000
vxy,9.630000
vxz,9.110000
vya,6.490000
vyb,9.280000
vyc,5.270000
vyd,7.950000
vye,6.330000
vyf,7.330000
vyg,5.550000
vyh,7.110000
vyi,9.190000
vyj,9.750000
vyk,5.300000
vyl,5.970000
vym,6.770000
vyn,9.420000
vyo,7.460000
vyp,9.540000
vyq,6.240000
vyr,9.520000
vys,5.370000
vyt,8.920000
vyu,6.430000
vyv,8.390000
vyw,9.750000
vyx,7.950000
vyy,6.050000
vyz,6.420000
vza,5.980000
vzb,9.670000
vzc,5.620000
vzd,8.420000
vze,7.250000
vzf,8.670000
vzg,8.700000
vzh,6.450000
vzi,7.330000
vzj,9.620000
vzk,7.860000
vzl,5.320000
vzm,9.240000
vzn,5.200000
vzo,6.080000
vzp,7.250000
vzq,9.970000
vzr,9.730000
vzs,7.880000
vzt,5.660000
vzu,6.860000
vzv,6.510000
vzw,8.190000
vzx,5.130000
vzy,8.810000
vzz,8.050000
waa,5.020000
wab,7.730000
wac,8.010000
wad,5.360000
wae,5.590000
waf,6.700000
wag,6.840000
wah,9.500000
wai,5.570000
waj,6.500000
wak,8.370000
wal,6.510000
wam,5.860000
wan,6.070000
wao,9.420000
wap,9.650000
waq,6.460000
war,7.380000
was,9.690000
wat,8.870000
wau,8.510000
wav,6.250000
waw,7.130000
wax,5.380000
way,7.170000
waz,5.610000
wba,7.550000
wbb,9.190000
wbc,8.970000
wbd,5.470000
wbe,7.540000
wbf,7.360000
wbg,8.450000
wbh,8.670000
wbi,8.520000
wbj,9.960000
wbk,5.000000
wbl,9.910000
wbm,8.240000
wbn,8.520000
wbo,8.250000
wbp,6.670000
wbq,9.610000
wbr,5.130000
wbs,9.340000
wbt,7.530000
wbu,6.500000
wbv,8.230000
wbw,8.170000
wbx,7.060000
wby,5.670000
wbz,5.560000
wca,7.070000
wcb,8.620000
wcc,5.340000
wcd,6.290000
wce,6.560000
wcf,5.330000
wcg,7.040000
wch,6.300000
wci,6.740000
wcj,5.520000
wck,7.410000
wcl,5.930000
wcm,5.060000
wcn,9.230000
wco,5.920000
wcp,5.340000
wcq,6.850000
wcr,8.760000
wcs,8.060000
wct,7.250000
wcu,7.200000
wcv,6.600000
wcw,7.900000
wcx,6.120000
wcy,9.190000
wcz,7.540000
wda,9.040000
wdb,9.690000
wdc,6.760000
wdd,8.010000
wde,6.560000
wdf,9.080000
wdg,7.940000
wdh,5.390000
wdi,9.550000
wdj,5.260000
wdk,9.770000
wdl,8.040000
wdm,8.300000
wdn,9.580000
wdo,8.180000
wdp,10.000000
wdq,5.470000
wdr,9.380000
wds,6.100000
wdt,8.820000
wdu,8.410000
wdv,8.700000
wdw,9.930000
wdx,5.470000
wdy,9.750000
wdz,8.420000
wea,7.420000
web,5.040000
wec,5.480000
wed,7.010000
wee,6.820000
wef,9.800000
weg,6.790000
weh,9.900000
wei,5.750000
wej,7.520000
wek,7.920000
wel,7.230000
wem,8.160000
wen,9.840000
weo,8.610000
wep,9.450000
weq,8.830000
wer,8.810000
wes,6.200000
wet,8.350000
weu,8.510000
wev,6.950000
wew,8.170000
wex,9.680000
wey,5.780000
wez,6.290000
wfa,6.120000
wfb,9.810000
wfc,8.170000
wfd,8.430000
wfe,8.620000
wff,6.310000
wfg,5.580000
wfh,9.950000
wfi,9.200000
wfj,7.190000
wfk,7.810000
wfl,8.380000
wfm,9.460000
wfn,5.740000
wfo,6.280000
wfp,8.970000
wfq,8.710000
wfr,5.380000
wfs,6.610000
wft,5.610000
wfu,8.630000
wfv,8.310000
wfw,6.620000
wfx,6.850000
wfy,5.260000
wfz,8.110000
wga,5.070000
wgb,7.910000
wgc,5.340000
wgd,7.020000
wge,5.460000
wgf,8.770000
wgg,6.780000
wgh,10.000000
wgi,6.450000
wgj,6.890000
wgk,5.480000
wgl,8.050000
wgm,5.700000
wgn,6.780000
wgo,7.340000
wgp,8.390000
wgq,9.220000
wgr,9.560000
wgs,7.840000
wgt,7.900000
wgu,8.890000
wgv,6.480000
wgw,7.480000
wgx,6.640000
wgy,9.160000
wgz,6.720000
wha,6.420000
whb,8.800000
whc,6.240000
whd,6.280000
whe,8.810000
whf,6.200000
whg,5.360000
whh,8.080000
whi,6.240000
whj,6.660000
whk,7.030000
whl,8.130000
whm,5.120000
whn,8.710000
who,8.540000
whp,8.550000
whq,8.590000
whr,7.400000
whs,9.920000
wht,5.580000
whu,5.390000
whv,7.030000
whw,6.540000
whx,7.930000
why,8.760000
whz,7.690000
wia,5.940000
wib,9.640000
wic,8.930000
wid,9.050000
wie,9.150000
wif,7.270000
wig,6.990000
wih,8.990000
wii,9.900000
wij,7.260000
wik,9.600000
wil,9.840000
wim,9.060000
win,5.620000
wio,7.760000
wip,8.580000
wiq,5.930000
wir,9.690000
wis,9.070000
wit,9.320000
wiu,6.410000
wiv,8.600000
wiw,9.520000
wix,8.420000
wiy,9.410000
wiz,6.850000
wja,6.700000
wjb,5.370000
wjc,9.660000
wjd,5.390000
wje,9.750000
wjf,8.300000
wjg,7.840000
wjh,7.850000
wji,5.510000
wjj,7.270000
wjk,5.740000
wjl,5.740000
wjm,9.410000
wjn,5.600000
wjo,8.180000
wjp,7.710000
wjq,8.430000
wjr,8.740000
wjs,5.660000
wjt,8.440000
wju,5.320000
wjv,8.720000
wjw,8.720000
wjx,6.410000
wjy,7.530000
wjz,7.000000
wka,5.000000
wkb,8.000000
wkc,9.470000
wkd,9.950000
wke,5.290000
wkf,8.360000
wkg,5.700000
wkh,8.340000
wki,6.110000
wkj,6.340000
wkk,5.880000
wkl,5.800000
wkm,9.640000
wkn,6.970000
wko,7.690000
wkp,9.550000
wkq,7.020000
wkr,5.830000
wks,6.640000
wkt,5.010000
wku,6.170000
wkv,6.580000
wkw,6.410000
wkx,7.140000
wky,9.790000
wkz,6.220000
wla,9.310000
wlb,8.970000
wlc,7.700000
wld,6.750000
wle,9.870000
wlf,7.380000
wlg,5.830000
wlh,9.360000
wli,8.170000
wlj,9.660000
wlk,8.560000
wll,9.320000
wlm,5.340000
wln,6.260000
wlo,5.500000
wlp,6.770000
wlq,6.160000
wlr,9.680000
wls,9.270000
wlt,8.000000
wlu,8.060000
wlv,7.310000
wlw,7.810000
wlx,5.990000
wly,8.170000
wlz,8.210000
wma,6.470000
wmb,9.490000
wmc,9.050000
wmd,5.140000
wme,5.400000
wmf,5.180000
wmg,6.360000
wmh,8.080000
wmi,9.320000
wmj,7.520000
wmk,5.470000
wml,5.550000
wmm,9.930000
wmn,8.770000
wmo,7.680000
wmp,8.900000
wmq,5.760000
wmr,8.030000
wms,8.290000
wmt,9.100000
wmu,6.830000
wmv,5.260000
wmw,9.960000
wmx,5.160000
wmy,9.080000
wmz,8.350000
wna,6.910000
wnb,9.260000
wnc,8.860000
wnd,9.230000
wne,5.380000
wnf,8.760000
wng,8.150000
wnh,5.240000
wni,5.640000
wnj,6.050000
wnk,5.130000
wnl,9.670000
wnm,6.520000
wnn,6.180000
wno,6.760000
wnp,8.640000
wnq,5.590000
wnr,9.840000
wns,9.300000
wnt,9.200000
wnu,7.210000
wnv,9.030000
wnw,6.340000
wnx,9.730000
wny,9.370000
wnz,5.730000
woa,6.230000
wob,9.150000
woc,9.140000
wod,6.170000
woe,5.600000
wof,9.850000
wog,5.640000
woh,7.920000
woi,7.670000
woj,7.530000
wok,8.440000
wol,6.300000
wom,5.390000
won,6.060000
woo,9.200000
wop,9.660000
woq,8.740000
wor,6.920000
wos,7.290000
wot,7.650000
wou,6.940000
wov,7.190000
wow,9.700000
wox,9.070000
woy,6.950000
woz,6.200000
wpa,7.790000
wpb,6.170000
wpc,8.310000
wpd,6.010000
wpe,5.960000
wpf,8.360000
wpg,8.510000
wph,5.810000
wpi,6.580000
wpj,5.440000
wpk,6.650000
wpl,7.220000
wpm,6.500000
wpn,7.800000
wpo,7.720000
wpp,9.610000
wpq,6.220000
wpr,8.000000
wps,5.400000
wpt,5.810000
wpu,9.030000
wpv,6.960000
wpw,8.190000
wpx,8.430000
wpy,8.970000
wpz,6.290000
wqa,6.730000
wqb,8.130000
wqc,8.970000
